met_name,n,reaction,ec_number,ID,common_name,names,spontaneous,systematic_name,pathway
CO-A,NA,RXN-8032,EC-2.3.1,RXN-8032,3-ketopimelyl-CoA thiolase,3-ketopimelyl-CoA thiolase,NA,NA,PWY-7401 // CENTBENZCOA-PWY // P321-PWY
3-OXOPIMELOYL-COA,NA,RXN-8032,EC-2.3.1,RXN-8032,3-ketopimelyl-CoA thiolase,3-ketopimelyl-CoA thiolase,NA,NA,PWY-7401 // CENTBENZCOA-PWY // P321-PWY
GLUTARYL-COA,NA,RXN-8032,EC-2.3.1,RXN-8032,3-ketopimelyl-CoA thiolase,3-ketopimelyl-CoA thiolase,NA,NA,PWY-7401 // CENTBENZCOA-PWY // P321-PWY
ACETYL-COA,NA,RXN-8032,EC-2.3.1,RXN-8032,3-ketopimelyl-CoA thiolase,3-ketopimelyl-CoA thiolase,NA,NA,PWY-7401 // CENTBENZCOA-PWY // P321-PWY
GLY,NA,GLYRIBONUCSYN-RXN,EC-6.3.4.13,GLYRIBONUCSYN-RXN,NA,NA,NA,NA,PWY-6121 // PWY-6277 // PWY-6122
ATP,NA,GLYRIBONUCSYN-RXN,EC-6.3.4.13,GLYRIBONUCSYN-RXN,NA,NA,NA,NA,PWY-6121 // PWY-6277 // PWY-6122
5-P-BETA-D-RIBOSYL-AMINE,NA,GLYRIBONUCSYN-RXN,EC-6.3.4.13,GLYRIBONUCSYN-RXN,NA,NA,NA,NA,PWY-6121 // PWY-6277 // PWY-6122
PROTON,NA,GLYRIBONUCSYN-RXN,EC-6.3.4.13,GLYRIBONUCSYN-RXN,NA,NA,NA,NA,PWY-6121 // PWY-6277 // PWY-6122
ADP,NA,GLYRIBONUCSYN-RXN,EC-6.3.4.13,GLYRIBONUCSYN-RXN,NA,NA,NA,NA,PWY-6121 // PWY-6277 // PWY-6122
Pi,NA,GLYRIBONUCSYN-RXN,EC-6.3.4.13,GLYRIBONUCSYN-RXN,NA,NA,NA,NA,PWY-6121 // PWY-6277 // PWY-6122
5-PHOSPHO-RIBOSYL-GLYCINEAMIDE,NA,GLYRIBONUCSYN-RXN,EC-6.3.4.13,GLYRIBONUCSYN-RXN,NA,NA,NA,NA,PWY-6121 // PWY-6277 // PWY-6122
BILIRUBIN,NA,RXN-19358,EC-2.4.1.17,RXN-19358,NA,NA,NA,NA,PWY-5874
UDP-GLUCURONATE,NA,RXN-19358,EC-2.4.1.17,RXN-19358,NA,NA,NA,NA,PWY-5874
CPD-20932,NA,RXN-19358,EC-2.4.1.17,RXN-19358,NA,NA,NA,NA,PWY-5874
UDP,NA,RXN-19358,EC-2.4.1.17,RXN-19358,NA,NA,NA,NA,PWY-5874
PRO,NA,RXN-14903,EC-1.5.5.2,RXN-14903,NA,NA,NA,NA,PWY-6922 // CITRULBIO-PWY // PWY-5737 // PROUT-PWY
ETR-Quinones,NA,RXN-14903,EC-1.5.5.2,RXN-14903,NA,NA,NA,NA,PWY-6922 // CITRULBIO-PWY // PWY-5737 // PROUT-PWY
ETR-Quinols,NA,RXN-14903,EC-1.5.5.2,RXN-14903,NA,NA,NA,NA,PWY-6922 // CITRULBIO-PWY // PWY-5737 // PROUT-PWY
PROTON,NA,RXN-14903,EC-1.5.5.2,RXN-14903,NA,NA,NA,NA,PWY-6922 // CITRULBIO-PWY // PWY-5737 // PROUT-PWY
L-DELTA1-PYRROLINE_5-CARBOXYLATE,NA,RXN-14903,EC-1.5.5.2,RXN-14903,NA,NA,NA,NA,PWY-6922 // CITRULBIO-PWY // PWY-5737 // PROUT-PWY
CPD-529,NA,STREPTOMYCIN-6-PHOSPHATASE-RXN,EC-3.1.3.39,STREPTOMYCIN-6-PHOSPHATASE-RXN,NA,NA,NA,NA,PWY-5940
WATER,NA,STREPTOMYCIN-6-PHOSPHATASE-RXN,EC-3.1.3.39,STREPTOMYCIN-6-PHOSPHATASE-RXN,NA,NA,NA,NA,PWY-5940
Pi,NA,STREPTOMYCIN-6-PHOSPHATASE-RXN,EC-3.1.3.39,STREPTOMYCIN-6-PHOSPHATASE-RXN,NA,NA,NA,NA,PWY-5940
STREPTOMYCIN,NA,STREPTOMYCIN-6-PHOSPHATASE-RXN,EC-3.1.3.39,STREPTOMYCIN-6-PHOSPHATASE-RXN,NA,NA,NA,NA,PWY-5940
ATP,NA,5-FORMYL-THF-CYCLO-LIGASE-RXN,EC-6.3.3.2,5-FORMYL-THF-CYCLO-LIGASE-RXN,NA,NA,NA,NA,PWY-2201 // 1CMET2-PWY // PWY-3841
N5-Formyl-THF-Glu-N,NA,5-FORMYL-THF-CYCLO-LIGASE-RXN,EC-6.3.3.2,5-FORMYL-THF-CYCLO-LIGASE-RXN,NA,NA,NA,NA,PWY-2201 // 1CMET2-PWY // PWY-3841
5-10-METHENYL-THF-GLU-N,NA,5-FORMYL-THF-CYCLO-LIGASE-RXN,EC-6.3.3.2,5-FORMYL-THF-CYCLO-LIGASE-RXN,NA,NA,NA,NA,PWY-2201 // 1CMET2-PWY // PWY-3841
ADP,NA,5-FORMYL-THF-CYCLO-LIGASE-RXN,EC-6.3.3.2,5-FORMYL-THF-CYCLO-LIGASE-RXN,NA,NA,NA,NA,PWY-2201 // 1CMET2-PWY // PWY-3841
Pi,NA,5-FORMYL-THF-CYCLO-LIGASE-RXN,EC-6.3.3.2,5-FORMYL-THF-CYCLO-LIGASE-RXN,NA,NA,NA,NA,PWY-2201 // 1CMET2-PWY // PWY-3841
Donor-H2,NA,RXN-8340,EC-4.1.99.22,RXN-8340,NA,NA,NA,NA,PWY-6823
S-ADENOSYLMETHIONINE,NA,RXN-8340,EC-4.1.99.22,RXN-8340,NA,NA,NA,NA,PWY-6823
CPD-19179,NA,RXN-8340,EC-4.1.99.22,RXN-8340,NA,NA,NA,NA,PWY-6823
MET,NA,RXN-8340,EC-4.1.99.22,RXN-8340,NA,NA,NA,NA,PWY-6823
CH33ADO,NA,RXN-8340,EC-4.1.99.22,RXN-8340,NA,NA,NA,NA,PWY-6823
Acceptor,NA,RXN-8340,EC-4.1.99.22,RXN-8340,NA,NA,NA,NA,PWY-6823
PROTON,NA,RXN-8340,EC-4.1.99.22,RXN-8340,NA,NA,NA,NA,PWY-6823
GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-Protein,NA,2.4.1.224-RXN,EC-2.4.1.224,2.4.1.224-RXN,NA,NA,NA,NA,PWY-6558
UDP-N-ACETYL-D-GLUCOSAMINE,NA,2.4.1.224-RXN,EC-2.4.1.224,2.4.1.224-RXN,NA,NA,NA,NA,PWY-6558
GlcNAc-GlcA-GlcNAc-GlcA-Gal-Gal-Xyl-Core,NA,2.4.1.224-RXN,EC-2.4.1.224,2.4.1.224-RXN,NA,NA,NA,NA,PWY-6558
UDP,NA,2.4.1.224-RXN,EC-2.4.1.224,2.4.1.224-RXN,NA,NA,NA,NA,PWY-6558
PROTON,NA,2.4.1.224-RXN,EC-2.4.1.224,2.4.1.224-RXN,NA,NA,NA,NA,PWY-6558
PROTON,NA,RXN-14131,EC-1.3.8.8,RXN-14131,NA,NA,NA,NA,PWY-7654
ETF-Oxidized,NA,RXN-14131,EC-1.3.8.8,RXN-14131,NA,NA,NA,NA,PWY-7654
TETRADECANOYL-COA,NA,RXN-14131,EC-1.3.8.8,RXN-14131,NA,NA,NA,NA,PWY-7654
CPD-15568,NA,RXN-14131,EC-1.3.8.8,RXN-14131,NA,NA,NA,NA,PWY-7654
ETF-Reduced,NA,RXN-14131,EC-1.3.8.8,RXN-14131,NA,NA,NA,NA,PWY-7654
SUC,NA,RXN-14971,EC-1.3.5.1,RXN-14971,NA,NA,NA,NA,TCA-1 // P105-PWY // PWY-6969 // PWY-7254 // PWY-5913 // PWY-6728 // PWY-561 // PWY-5690 // TCA
ETR-Quinones,NA,RXN-14971,EC-1.3.5.1,RXN-14971,NA,NA,NA,NA,TCA-1 // P105-PWY // PWY-6969 // PWY-7254 // PWY-5913 // PWY-6728 // PWY-561 // PWY-5690 // TCA
ETR-Quinols,NA,RXN-14971,EC-1.3.5.1,RXN-14971,NA,NA,NA,NA,TCA-1 // P105-PWY // PWY-6969 // PWY-7254 // PWY-5913 // PWY-6728 // PWY-561 // PWY-5690 // TCA
FUM,NA,RXN-14971,EC-1.3.5.1,RXN-14971,NA,NA,NA,NA,TCA-1 // P105-PWY // PWY-6969 // PWY-7254 // PWY-5913 // PWY-6728 // PWY-561 // PWY-5690 // TCA
CPD-15662,NA,RXN-14792,EC-1.1.1.M19,RXN-14792,NA,NA,NA,NA,PWY-7339
CPD-15678,NA,RXN-14792,EC-1.1.1.M19,RXN-14792,NA,NA,NA,NA,PWY-7339
"NADH",NA,RXN-14792,EC-1.1.1.M19,RXN-14792,NA,NA,NA,NA,PWY-7339
PROTON,NA,RXN-14792,EC-1.1.1.M19,RXN-14792,NA,NA,NA,NA,PWY-7339
WATER,NA,ALDHDEHYDROG-RXN,EC-1.2.1.3,ALDHDEHYDROG-RXN,NA,NA,NA,NA,PWY-7269
Aldehydes,NA,ALDHDEHYDROG-RXN,EC-1.2.1.3,ALDHDEHYDROG-RXN,NA,NA,NA,NA,PWY-7269
Carboxylates,NA,ALDHDEHYDROG-RXN,EC-1.2.1.3,ALDHDEHYDROG-RXN,NA,NA,NA,NA,PWY-7269
"NADH",NA,ALDHDEHYDROG-RXN,EC-1.2.1.3,ALDHDEHYDROG-RXN,NA,NA,NA,NA,PWY-7269
PROTON,NA,ALDHDEHYDROG-RXN,EC-1.2.1.3,ALDHDEHYDROG-RXN,NA,NA,NA,NA,PWY-7269
WATER,NA,RXN-12729,EC-4.4.1.13,RXN-12729,NA,NA,NA,NA,PWY-6936
CPD-13717,NA,RXN-12729,EC-4.4.1.13,RXN-12729,NA,NA,NA,NA,PWY-6936
SELENOHOMOCYSTEINE,NA,RXN-12729,EC-4.4.1.13,RXN-12729,NA,NA,NA,NA,PWY-6936
PYRUVATE,NA,RXN-12729,EC-4.4.1.13,RXN-12729,NA,NA,NA,NA,PWY-6936
AMMONIUM,NA,RXN-12729,EC-4.4.1.13,RXN-12729,NA,NA,NA,NA,PWY-6936
WATER,NA,ASNSYNB-RXN,EC-6.3.5.4,ASNSYNB-RXN,NA,NA,NA,NA,ASPARAGINE-BIOSYNTHESIS
GLN,NA,ASNSYNB-RXN,EC-6.3.5.4,ASNSYNB-RXN,NA,NA,NA,NA,ASPARAGINE-BIOSYNTHESIS
L-ASPARTATE,NA,ASNSYNB-RXN,EC-6.3.5.4,ASNSYNB-RXN,NA,NA,NA,NA,ASPARAGINE-BIOSYNTHESIS
ATP,NA,ASNSYNB-RXN,EC-6.3.5.4,ASNSYNB-RXN,NA,NA,NA,NA,ASPARAGINE-BIOSYNTHESIS
PPI,NA,ASNSYNB-RXN,EC-6.3.5.4,ASNSYNB-RXN,NA,NA,NA,NA,ASPARAGINE-BIOSYNTHESIS
ASN,NA,ASNSYNB-RXN,EC-6.3.5.4,ASNSYNB-RXN,NA,NA,NA,NA,ASPARAGINE-BIOSYNTHESIS
GLT,NA,ASNSYNB-RXN,EC-6.3.5.4,ASNSYNB-RXN,NA,NA,NA,NA,ASPARAGINE-BIOSYNTHESIS
PROTON,NA,ASNSYNB-RXN,EC-6.3.5.4,ASNSYNB-RXN,NA,NA,NA,NA,ASPARAGINE-BIOSYNTHESIS
2-PG,NA,RXN-15513,EC-5.4.2.11,RXN-15513,NA,NA,NA,NA,ANAGLYCOLYSIS-PWY // GLYCOLYSIS // PWY-5484 // PWY-8004 // PWY-1622 // P122-PWY // PWY66-399
G3P,NA,RXN-15513,EC-5.4.2.11,RXN-15513,NA,NA,NA,NA,ANAGLYCOLYSIS-PWY // GLYCOLYSIS // PWY-5484 // PWY-8004 // PWY-1622 // P122-PWY // PWY66-399
CPD-16954,NA,RXN-15734,EC-2.5.1.105,RXN-15734,NA,NA,NA,NA,PWY-6148
CPD-7652,NA,RXN-15734,EC-2.5.1.105,RXN-15734,NA,NA,NA,NA,PWY-6148
CPD-16955,NA,RXN-15734,EC-2.5.1.105,RXN-15734,NA,NA,NA,NA,PWY-6148
PPI,NA,RXN-15734,EC-2.5.1.105,RXN-15734,NA,NA,NA,NA,PWY-6148
2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE,NA,DXPREDISOM-RXN,EC-1.1.1.267,DXPREDISOM-RXN,NA,NA,NA,NA,NONMEVIPP-PWY // PWY-7560
DEOXYXYLULOSE-5P,NA,DXPREDISOM-RXN,EC-1.1.1.267,DXPREDISOM-RXN,NA,NA,NA,NA,NONMEVIPP-PWY // PWY-7560
"NADPH",NA,DXPREDISOM-RXN,EC-1.1.1.267,DXPREDISOM-RXN,NA,NA,NA,NA,NONMEVIPP-PWY // PWY-7560
PROTON,NA,DXPREDISOM-RXN,EC-1.1.1.267,DXPREDISOM-RXN,NA,NA,NA,NA,NONMEVIPP-PWY // PWY-7560
WATER,NA,1.2.1.53-RXN,EC-1.2.1.53,1.2.1.53-RXN,NA,NA,NA,NA,PWY-7431
HYDRPHENYLAC-CPD,NA,1.2.1.53-RXN,EC-1.2.1.53,1.2.1.53-RXN,NA,NA,NA,NA,PWY-7431
PROTON,NA,1.2.1.53-RXN,EC-1.2.1.53,1.2.1.53-RXN,NA,NA,NA,NA,PWY-7431
"NADH",NA,1.2.1.53-RXN,EC-1.2.1.53,1.2.1.53-RXN,NA,NA,NA,NA,PWY-7431
4-HYDROXYPHENYLACETATE,NA,1.2.1.53-RXN,EC-1.2.1.53,1.2.1.53-RXN,NA,NA,NA,NA,PWY-7431
ATP,NA,RXN66-469,EC-6.2.1.3,RXN66-469,3-methyl-branched fatty acyl-CoA ligase,3-methyl-branched fatty acyl-CoA ligase,NA,NA,PWY66-387
CO-A,NA,RXN66-469,EC-6.2.1.3,RXN66-469,3-methyl-branched fatty acyl-CoA ligase,3-methyl-branched fatty acyl-CoA ligase,NA,NA,PWY66-387
3-Methyl-Saturated-Fatty-Acids,NA,RXN66-469,EC-6.2.1.3,RXN66-469,3-methyl-branched fatty acyl-CoA ligase,3-methyl-branched fatty acyl-CoA ligase,NA,NA,PWY66-387
3-Methyl-Saturated-Fatty-Acyl-CoA,NA,RXN66-469,EC-6.2.1.3,RXN66-469,3-methyl-branched fatty acyl-CoA ligase,3-methyl-branched fatty acyl-CoA ligase,NA,NA,PWY66-387
PPI,NA,RXN66-469,EC-6.2.1.3,RXN66-469,3-methyl-branched fatty acyl-CoA ligase,3-methyl-branched fatty acyl-CoA ligase,NA,NA,PWY66-387
FRU1P,NA,RXN-8631,EC-4.1.2.13,RXN-8631,NA,NA,NA,NA,PWY66-373
DIHYDROXY-ACETONE-PHOSPHATE,NA,RXN-8631,EC-4.1.2.13,RXN-8631,NA,NA,NA,NA,PWY66-373
GLYCERALD,NA,RXN-8631,EC-4.1.2.13,RXN-8631,NA,NA,NA,NA,PWY66-373
ATP,NA,RXN-20651,EC-6.2.1.3,RXN-20651,NA,NA,NA,NA,PWY-7119
CO-A,NA,RXN-20651,EC-6.2.1.3,RXN-20651,NA,NA,NA,NA,PWY-7119
CPD-8462,NA,RXN-20651,EC-6.2.1.3,RXN-20651,NA,NA,NA,NA,PWY-7119
CPD-14724,NA,RXN-20651,EC-6.2.1.3,RXN-20651,NA,NA,NA,NA,PWY-7119
PPI,NA,RXN-20651,EC-6.2.1.3,RXN-20651,NA,NA,NA,NA,PWY-7119
WATER,NA,NICOTINATEPRIBOSYLTRANS-RXN,EC-6.3.4.21,NICOTINATEPRIBOSYLTRANS-RXN,NA,NA,NA,NA,PWY-5381 // PYRIDNUCSAL-PWY // PWY3O-4107
ATP,NA,NICOTINATEPRIBOSYLTRANS-RXN,EC-6.3.4.21,NICOTINATEPRIBOSYLTRANS-RXN,NA,NA,NA,NA,PWY-5381 // PYRIDNUCSAL-PWY // PWY3O-4107
PRPP,NA,NICOTINATEPRIBOSYLTRANS-RXN,EC-6.3.4.21,NICOTINATEPRIBOSYLTRANS-RXN,NA,NA,NA,NA,PWY-5381 // PYRIDNUCSAL-PWY // PWY3O-4107
NIACINE,NA,NICOTINATEPRIBOSYLTRANS-RXN,EC-6.3.4.21,NICOTINATEPRIBOSYLTRANS-RXN,NA,NA,NA,NA,PWY-5381 // PYRIDNUCSAL-PWY // PWY3O-4107
NICOTINATE_NUCLEOTIDE,NA,NICOTINATEPRIBOSYLTRANS-RXN,EC-6.3.4.21,NICOTINATEPRIBOSYLTRANS-RXN,NA,NA,NA,NA,PWY-5381 // PYRIDNUCSAL-PWY // PWY3O-4107
PPI,NA,NICOTINATEPRIBOSYLTRANS-RXN,EC-6.3.4.21,NICOTINATEPRIBOSYLTRANS-RXN,NA,NA,NA,NA,PWY-5381 // PYRIDNUCSAL-PWY // PWY3O-4107
ADP,NA,NICOTINATEPRIBOSYLTRANS-RXN,EC-6.3.4.21,NICOTINATEPRIBOSYLTRANS-RXN,NA,NA,NA,NA,PWY-5381 // PYRIDNUCSAL-PWY // PWY3O-4107
Pi,NA,NICOTINATEPRIBOSYLTRANS-RXN,EC-6.3.4.21,NICOTINATEPRIBOSYLTRANS-RXN,NA,NA,NA,NA,PWY-5381 // PYRIDNUCSAL-PWY // PWY3O-4107
ATP,NA,GLUTKIN-RXN,EC-2.7.2.11,GLUTKIN-RXN,NA,NA,NA,NA,PWY-6922 // CITRULBIO-PWY // PROSYN-PWY // ARGININE-SYN4-PWY
GLT,NA,GLUTKIN-RXN,EC-2.7.2.11,GLUTKIN-RXN,NA,NA,NA,NA,PWY-6922 // CITRULBIO-PWY // PROSYN-PWY // ARGININE-SYN4-PWY
L-GLUTAMATE-5-P,NA,GLUTKIN-RXN,EC-2.7.2.11,GLUTKIN-RXN,NA,NA,NA,NA,PWY-6922 // CITRULBIO-PWY // PROSYN-PWY // ARGININE-SYN4-PWY
ADP,NA,GLUTKIN-RXN,EC-2.7.2.11,GLUTKIN-RXN,NA,NA,NA,NA,PWY-6922 // CITRULBIO-PWY // PROSYN-PWY // ARGININE-SYN4-PWY
ATP,NA,PHOSGLYPHOS-RXN,EC-2.7.2.3,PHOSGLYPHOS-RXN,NA,NA,NA,NA,SUCSYN-PWY // ANAGLYCOLYSIS-PWY // GLYCOLYSIS // PWY-5484 // PWY-8004 // GLUCONEO-PWY // PWY-7003 // P124-PWY // P122-PWY // PWY-6901 // PWY66-399 // PWY-6886 // CALVIN-PWY // P185-PWY // PWY-1042
G3P,NA,PHOSGLYPHOS-RXN,EC-2.7.2.3,PHOSGLYPHOS-RXN,NA,NA,NA,NA,SUCSYN-PWY // ANAGLYCOLYSIS-PWY // GLYCOLYSIS // PWY-5484 // PWY-8004 // GLUCONEO-PWY // PWY-7003 // P124-PWY // P122-PWY // PWY-6901 // PWY66-399 // PWY-6886 // CALVIN-PWY // P185-PWY // PWY-1042
DPG,NA,PHOSGLYPHOS-RXN,EC-2.7.2.3,PHOSGLYPHOS-RXN,NA,NA,NA,NA,SUCSYN-PWY // ANAGLYCOLYSIS-PWY // GLYCOLYSIS // PWY-5484 // PWY-8004 // GLUCONEO-PWY // PWY-7003 // P124-PWY // P122-PWY // PWY-6901 // PWY66-399 // PWY-6886 // CALVIN-PWY // P185-PWY // PWY-1042
ADP,NA,PHOSGLYPHOS-RXN,EC-2.7.2.3,PHOSGLYPHOS-RXN,NA,NA,NA,NA,SUCSYN-PWY // ANAGLYCOLYSIS-PWY // GLYCOLYSIS // PWY-5484 // PWY-8004 // GLUCONEO-PWY // PWY-7003 // P124-PWY // P122-PWY // PWY-6901 // PWY66-399 // PWY-6886 // CALVIN-PWY // P185-PWY // PWY-1042
CO-A,NA,R223-RXN,EC-6.2.1.2 // EC-6.2.1.3,R223-RXN,octanoyl-CoA ligase,octanoyl-CoA ligase,NA,NA,PWY-6920 // P221-PWY
ATP,NA,R223-RXN,EC-6.2.1.2 // EC-6.2.1.3,R223-RXN,octanoyl-CoA ligase,octanoyl-CoA ligase,NA,NA,PWY-6920 // P221-PWY
CPD-195,NA,R223-RXN,EC-6.2.1.2 // EC-6.2.1.3,R223-RXN,octanoyl-CoA ligase,octanoyl-CoA ligase,NA,NA,PWY-6920 // P221-PWY
CPD-196,NA,R223-RXN,EC-6.2.1.2 // EC-6.2.1.3,R223-RXN,octanoyl-CoA ligase,octanoyl-CoA ligase,NA,NA,PWY-6920 // P221-PWY
PPI,NA,R223-RXN,EC-6.2.1.2 // EC-6.2.1.3,R223-RXN,octanoyl-CoA ligase,octanoyl-CoA ligase,NA,NA,PWY-6920 // P221-PWY
WATER,NA,RXN-2102,EC-3.1.1.11,RXN-2102,NA,NA,NA,NA,PWY-7248 // PWY-7246
Methyl-esterified-homogalacturonan,NA,RXN-2102,EC-3.1.1.11,RXN-2102,NA,NA,NA,NA,PWY-7248 // PWY-7246
1-4-alpha-D-galacturonosyl,NA,RXN-2102,EC-3.1.1.11,RXN-2102,NA,NA,NA,NA,PWY-7248 // PWY-7246
METOH,NA,RXN-2102,EC-3.1.1.11,RXN-2102,NA,NA,NA,NA,PWY-7248 // PWY-7246
PROTON,NA,RXN-2102,EC-3.1.1.11,RXN-2102,NA,NA,NA,NA,PWY-7248 // PWY-7246
PROPANOL,NA,RXN-18671,EC-2.3.1.84,RXN-18671,NA,NA,NA,NA,PWY-6801
BENZOYLCOA,NA,RXN-18671,EC-2.3.1.84,RXN-18671,NA,NA,NA,NA,PWY-6801
CPD-19959,NA,RXN-18671,EC-2.3.1.84,RXN-18671,NA,NA,NA,NA,PWY-6801
CO-A,NA,RXN-18671,EC-2.3.1.84,RXN-18671,NA,NA,NA,NA,PWY-6801
ATP,NA,6.3.2.7-RXN,EC-6.3.2.7,6.3.2.7-RXN,NA,NA,NA,NA,PWY-6386
LYS,NA,6.3.2.7-RXN,EC-6.3.2.7,6.3.2.7-RXN,NA,NA,NA,NA,PWY-6386
UDP-AA-GLUTAMATE,NA,6.3.2.7-RXN,EC-6.3.2.7,6.3.2.7-RXN,NA,NA,NA,NA,PWY-6386
PROTON,NA,6.3.2.7-RXN,EC-6.3.2.7,6.3.2.7-RXN,NA,NA,NA,NA,PWY-6386
Pi,NA,6.3.2.7-RXN,EC-6.3.2.7,6.3.2.7-RXN,NA,NA,NA,NA,PWY-6386
CPD-209,NA,6.3.2.7-RXN,EC-6.3.2.7,6.3.2.7-RXN,NA,NA,NA,NA,PWY-6386
ADP,NA,6.3.2.7-RXN,EC-6.3.2.7,6.3.2.7-RXN,NA,NA,NA,NA,PWY-6386
Hyaluronan,NA,HYALURONATE-LYASE-RXN,EC-4.2.2.1,HYALURONATE-LYASE-RXN,NA,NA,NA,NA,PWY-7645
CPD-13473,NA,HYALURONATE-LYASE-RXN,EC-4.2.2.1,HYALURONATE-LYASE-RXN,NA,NA,NA,NA,PWY-7645
PROTON,NA,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,EC-1.14.13.40,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,NA,NA,NA,NA,PWY-6077
"NADH-P-OR-NOP",NA,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,EC-1.14.13.40,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,NA,NA,NA,NA,PWY-6077
OXYGEN-MOLECULE,NA,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,EC-1.14.13.40,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,NA,NA,NA,NA,PWY-6077
2-AMINOBENZOYL-COA,NA,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,EC-1.14.13.40,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,NA,NA,NA,NA,PWY-6077
2-AMINO-5-OXOCYCLOHEX-1-ENECARBOXYL-COA,NA,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,EC-1.14.13.40,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,NA,NA,NA,NA,PWY-6077
WATER,NA,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,EC-1.14.13.40,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,NA,NA,NA,NA,PWY-6077
"NAD-P-OR-NOP",NA,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,EC-1.14.13.40,ANTHRANILOYL-COA-MONOOXYGENASE-RXN,NA,NA,NA,NA,PWY-6077
DPG,NA,BISPHOSPHOGLYCERATE-MUTASE-RXN,EC-5.4.2.4,BISPHOSPHOGLYCERATE-MUTASE-RXN,NA,NA,NA,NA,PWY-6405
PROTON,NA,BISPHOSPHOGLYCERATE-MUTASE-RXN,EC-5.4.2.4,BISPHOSPHOGLYCERATE-MUTASE-RXN,NA,NA,NA,NA,PWY-6405
23-DIPHOSPHOGLYCERATE,NA,BISPHOSPHOGLYCERATE-MUTASE-RXN,EC-5.4.2.4,BISPHOSPHOGLYCERATE-MUTASE-RXN,NA,NA,NA,NA,PWY-6405
CPD-10624,NA,RXN-9879,EC-1.3.1.119,RXN-9879,NA,NA,NA,NA,PWY-6090
CPD-10626,NA,RXN-9879,EC-1.3.1.119,RXN-9879,NA,NA,NA,NA,PWY-6090
"NADH",NA,RXN-9879,EC-1.3.1.119,RXN-9879,NA,NA,NA,NA,PWY-6090
PROTON,NA,RXN-9879,EC-1.3.1.119,RXN-9879,NA,NA,NA,NA,PWY-6090
WATER,NA,RXN1G-1436,EC-3.1.3.12,RXN1G-1436,NA,NA,NA,NA,PWYG-321
CPD1G-771,NA,RXN1G-1436,EC-3.1.3.12,RXN1G-1436,NA,NA,NA,NA,PWYG-321
CPD1G-1345,NA,RXN1G-1436,EC-3.1.3.12,RXN1G-1436,NA,NA,NA,NA,PWYG-321
Pi,NA,RXN1G-1436,EC-3.1.3.12,RXN1G-1436,NA,NA,NA,NA,PWYG-321
L-RIBULOSE-5-P,NA,RIBULPEPIM-RXN,EC-5.1.3.4,RIBULPEPIM-RXN,NA,NA,NA,NA,ARABCAT-PWY // LYXMET-PWY // PWY0-301 // PWY-6961
XYLULOSE-5-PHOSPHATE,NA,RIBULPEPIM-RXN,EC-5.1.3.4,RIBULPEPIM-RXN,NA,NA,NA,NA,ARABCAT-PWY // LYXMET-PWY // PWY0-301 // PWY-6961
FORMATE,NA,FHLMULTI-RXN,NA,FHLMULTI-RXN,NA,NA,NA,NA,PWY-6772 // PWY-8086 // FERMENTATION-PWY
PROTON,NA,FHLMULTI-RXN,NA,FHLMULTI-RXN,NA,NA,NA,NA,PWY-6772 // PWY-8086 // FERMENTATION-PWY
CARBON-DIOXIDE,NA,FHLMULTI-RXN,NA,FHLMULTI-RXN,NA,NA,NA,NA,PWY-6772 // PWY-8086 // FERMENTATION-PWY
HYDROGEN-MOLECULE,NA,FHLMULTI-RXN,NA,FHLMULTI-RXN,NA,NA,NA,NA,PWY-6772 // PWY-8086 // FERMENTATION-PWY
WATER,NA,UDPMANNACADEHYDROG-RXN,EC-1.1.1.336,UDPMANNACADEHYDROG-RXN,NA,NA,NA,NA,PWY-7335
UDP-MANNAC,NA,UDPMANNACADEHYDROG-RXN,EC-1.1.1.336,UDPMANNACADEHYDROG-RXN,NA,NA,NA,NA,PWY-7335
UDP-MANNACA,NA,UDPMANNACADEHYDROG-RXN,EC-1.1.1.336,UDPMANNACADEHYDROG-RXN,NA,NA,NA,NA,PWY-7335
"NADH",NA,UDPMANNACADEHYDROG-RXN,EC-1.1.1.336,UDPMANNACADEHYDROG-RXN,NA,NA,NA,NA,PWY-7335
PROTON,NA,UDPMANNACADEHYDROG-RXN,EC-1.1.1.336,UDPMANNACADEHYDROG-RXN,NA,NA,NA,NA,PWY-7335
