,length,name
11709,111,group_17389
11710,464,group_17387
11711,113,group_6625
11712,208,group_17390
11713,203,group_6242
11714,118,group_17392
11715,53,group_17394
11716,272,rhaR_1
11717,105,group_17395
11718,112,group_17396
11719,158,group_1743
11720,607,ipaH3
11721,42,group_17411
11722,391,group_17413
11723,134,group_17400
11724,629,group_17410
11725,244,group_17416
11726,595,group_17408
11727,73,group_17420
11728,492,group_17402
11729,226,group_17419
11730,302,lpxP_2
11731,75,group_17425
11732,274,group_1749
11733,289,group_888
11734,437,group_5321
11735,287,kfoC
11736,425,wzxE_2
11737,368,group_6405
11738,181,group_7863
11739,207,group_6096
11740,315,group_8076
11741,391,group_17426
11742,172,group_10720
11743,167,group_17427
11744,72,group_17428
11745,69,group_17429
11746,196,group_17430
11747,242,group_17431
11748,424,group_17435
11749,323,ghrB_2
11750,311,kdgK_2
11751,154,group_17432
11752,254,group_17433
11753,217,group_17434
11754,370,group_17436
11755,281,group_17438
11756,536,group_17437
11757,49,group_17439
11758,476,group_9967
11759,420,group_9970
11760,72,group_9968
11761,61,group_9965
11762,87,group_17441
11763,247,group_17440
11764,66,group_17442
11765,273,group_17443
11766,159,group_17444
11767,251,group_17449
11768,53,group_17456
11769,135,group_17457
11770,288,group_17459
11771,131,group_17454
11772,202,group_17455
11773,138,group_17458
11774,152,group_17461
11775,403,group_17445
11776,502,group_17447
11777,267,group_17453
11778,70,group_17448
11779,345,group_17450
11780,110,group_17452
11781,398,group_17446
11782,239,group_17460
11783,325,group_17463
11784,288,group_17467
11785,97,group_17483
11786,301,group_17475
11787,115,group_17474
11788,872,group_17469
11789,53,group_17471
11790,267,group_17470
11791,159,group_17466
11792,197,group_17485
11793,509,group_17482
11794,94,group_17480
11795,251,group_17465
11796,604,group_17484
11797,590,group_17476
11798,258,group_17479
11799,191,group_17477
11800,166,group_17464
11801,186,group_17481
11802,183,group_17473
11803,290,group_17478
11804,152,group_17468
11805,83,group_17472
11806,151,group_17462
11807,117,group_17492
11808,473,group_17488
11809,367,group_17491
11810,162,group_17489
11811,770,group_17487
11812,234,group_17486
11813,157,group_17490
11814,159,group_17493
11815,87,group_17503
11816,139,group_17497
11817,2282,group_17501
11818,575,group_17495
11819,343,group_17496
11820,341,group_17500
11821,161,group_17494
11822,213,group_17498
11823,102,group_17502
11824,71,group_17499
11825,332,group_17504
11826,159,group_17506
11827,285,group_17505
11828,107,group_17507
11829,967,group_17509
11830,472,group_17510
11831,165,group_17508
11832,52,group_17511
11833,164,group_17512
11834,109,group_17513
11835,129,group_17519
11836,504,group_17520
11837,208,group_17515
11838,154,group_17517
11839,110,group_17518
11840,170,group_17516
11841,55,group_17514
11842,100,group_17521
11843,159,group_17522
11844,258,group_17523
11845,60,group_17527
11846,76,group_17528
11847,70,group_17529
11848,200,group_17524
11849,164,group_17526
11850,215,group_17530
11851,247,group_17531
11852,98,group_17525
11853,31,group_17532
11854,79,group_17533
11855,322,group_17534
11856,111,group_17537
11857,225,group_17547
11858,93,group_17549
11859,295,group_17536
11860,56,group_17535
11861,250,group_17546
11862,56,group_17538
11863,125,group_17540
11864,152,group_17541
11865,140,group_17550
11866,175,group_17551
11867,64,group_17548
11868,42,group_17545
11869,190,group_17543
11870,108,group_17544
11871,90,group_17542
11872,130,group_17552
11873,141,group_17555
11874,120,group_17554
11875,175,group_17553
11876,74,group_17556
11877,491,group_17557
11878,606,group_17558
11879,89,group_17559
11880,278,group_17560
11881,254,wcaA_2
11882,179,group_8056
11883,370,arnB_1
11884,421,group_5494
11885,389,group_6018
11886,284,group_1166
11887,265,group_2322
11888,403,group_5787
11889,1630,group_124
11890,280,group_1389
11891,219,group_5665
11892,288,group_17561
11893,137,group_17562
11894,164,group_17563
11895,193,group_17564
11896,261,group_2575
11897,192,group_17565
11898,242,yadV_3
11899,863,group_17568
11900,186,group_17569
11901,194,group_17566
11902,176,group_17571
11903,49,group_17570
11904,403,group_17567
11905,148,btuD_3
11906,91,group_17572
11907,417,group_17573
11908,257,group_17574
11909,85,group_17575
11910,111,group_17576
11911,168,group_17577
11912,68,group_17578
11913,372,group_17579
11914,349,group_17582
11915,183,group_17581
11916,212,group_17580
11917,486,group_17583
11918,201,group_17585
11919,195,group_17584
11920,124,group_17586
11921,55,group_17587
11922,421,intS_3
11923,228,group_17588
11924,61,group_17591
11925,176,group_17594
11926,107,group_17593
11927,125,group_17589
11928,95,group_17596
11929,101,group_17590
11930,253,group_17592
11931,123,group_17595
11932,54,frwC_2
11933,463,group_17597
11934,424,group_17599
11935,668,group_1924
11936,258,group_17600
11937,1103,group_17601
11938,499,group_17603
11939,287,group_17602
11940,39,group_17604
11941,147,group_17605
11942,357,group_17606
11943,32,group_7895
11944,133,group_17607
11945,156,group_17608
11946,562,group_17609
11947,211,insI1_1
11948,153,insI1_2
11949,488,group_17610
11950,190,group_17611
11951,198,group_17612
11952,74,group_8686
11953,94,group_8649
11954,47,group_8658
11955,162,group_8682
11956,112,group_8664
11957,70,cspG_1
11958,70,group_8697
11959,271,ydfT_3
11960,118,group_8662
11961,623,group_8707
11962,307,group_8677
11963,65,group_8684
11964,75,group_8675
11965,229,group_8709
11966,70,group_8698
11967,63,group_8693
11968,141,group_8646
11969,90,group_8666
11970,37,group_8688
11971,120,group_8690
11972,88,group_8676
11973,168,group_8667
11974,93,group_8678
11975,252,group_8681
11976,141,group_8647
11977,74,group_8687
11978,70,group_8699
11979,153,group_8642
11980,84,group_8703
11981,191,group_17613
11982,63,group_17614
11983,33,group_17615
11984,79,group_11960
11985,187,group_11947
11986,286,group_17616
11987,67,group_17617
11988,139,group_17618
11989,75,group_4115
11990,222,group_5551
11991,718,group_1548
11992,189,pinE
11993,39,group_7465
11994,124,group_5874
11995,164,group_17619
11996,167,group_17620
11997,42,group_17621
11998,120,group_17622
11999,256,group_17623
12000,164,group_17624
12001,71,group_17625
12002,176,group_17627
12003,103,group_17629
12004,36,group_17631
12005,68,group_17640
12006,36,group_17632
12007,133,group_17633
12008,129,group_17639
12009,110,group_17636
12010,438,group_17634
12011,124,group_17628
12012,415,group_17630
12013,60,group_17635
12014,439,aroP_2
12015,263,group_17637
12016,412,group_17638
12017,205,group_17641
12018,70,group_5332
12019,900,group_17642
12020,60,group_6109
12021,96,group_17643
12022,722,group_1525
12023,72,group_4914
12024,166,group_847
12025,56,group_6364
12026,86,group_1917
12027,81,group_2822
12028,117,group_6296
12029,74,group_4324
12030,189,group_7146
12031,183,group_7668
12032,176,group_29
12033,463,group_4661
12034,472,group_4381
12035,676,group_1838
12036,84,group_9109
12037,121,group_9099
12038,74,group_9111
12039,128,group_9093
12040,143,group_9113
12041,232,group_9096
12042,340,group_9107
12043,82,group_17644
12044,171,group_8680
12045,34,group_9843
12046,130,group_5479
12047,77,group_3674
12048,310,group_17645
12049,183,group_8643
12050,244,group_17646
12051,191,group_17647
12052,74,group_4326
12053,33,group_7849
12054,242,group_4143
12055,259,group_2694
12056,99,group_8049
12057,227,group_5416
12058,76,group_3889
12059,67,group_5555
12060,126,group_5721
12061,275,group_1659
12062,60,group_6110
12063,112,group_6714
12064,181,group_17648
12065,183,group_17649
12066,75,group_17653
12067,345,group_17652
12068,131,group_17650
12069,334,group_17651
12070,31,group_17654
12071,618,group_10332
12072,619,group_10318
12073,128,group_17655
12074,149,group_17656
12075,75,group_17657
12076,401,group_17658
12077,102,group_15169
12078,284,group_15155
12079,71,group_17659
12080,55,group_17660
12081,700,group_17661
12082,90,group_1228
12083,410,group_17662
12084,160,group_1493
12085,344,group_7045
12086,406,group_5737
12087,864,group_883
12088,58,group_6254
12089,270,group_2023
12090,116,group_17663
12091,161,group_17664
12092,138,group_17666
12093,448,group_17667
12094,473,group_17665
12095,341,group_17672
12096,382,group_17674
12097,302,group_17673
12098,371,group_17675
12099,294,group_17671
12100,377,group_17670
12101,504,group_17668
12102,451,group_17669
12103,261,group_17677
12104,360,group_17676
12105,304,group_17678
12106,172,group_17679
12107,416,group_17681
12108,314,group_17685
12109,416,group_17682
12110,148,group_17680
12111,390,group_17684
12112,250,group_17683
12113,117,group_10073
12114,253,group_17686
12115,31,group_17687
12116,353,group_17688
12117,609,group_17689
12118,162,group_17692
12119,85,group_17690
12120,212,group_17691
12121,47,group_17693
12122,206,group_17694
12123,519,group_3398
12124,222,group_10156
12125,465,group_17695
12126,100,group_17696
12127,876,group_17697
12128,192,group_17699
12129,127,group_17698
12130,126,group_17700
12131,73,group_17701
12132,197,ompX_3
12133,42,group_17702
12134,157,group_17703
12135,72,ydfC_1
12136,248,group_17704
12137,47,group_17705
12138,122,group_17257
12139,33,group_17708
12140,62,group_17709
12141,356,group_17710
12142,33,group_7851
12143,59,group_6181
12144,309,group_8270
12145,51,group_17711
12146,98,group_15256
12147,107,group_15263
12148,240,group_15255
12149,474,group_15261
12150,588,group_17712
12151,85,group_17713
12152,79,group_10567
12153,288,group_17714
12154,138,group_17715
12155,190,group_17716
12156,77,group_17717
12157,106,group_17718
12158,120,group_12930
12159,106,group_12900
12160,406,group_10664
12161,694,group_17719
12162,371,group_17720
12163,231,group_17723
12164,219,group_17721
12165,174,group_17722
12166,413,group_17727
12167,365,group_17729
12168,323,group_17724
12169,370,group_17730
12170,362,group_17726
12171,382,group_17725
12172,469,group_17728
12173,112,group_17731
12174,100,group_17264
12175,113,group_6629
12176,340,group_8342
12177,59,group_8329
12178,52,group_17732
12179,57,agp_1
12180,264,group_2382
12181,126,group_5722
12182,200,group_17733
12183,76,group_3891
12184,197,group_6593
12185,62,group_17734
12186,262,group_12572
12187,64,group_12570
12188,431,group_17735
12189,74,group_17736
12190,68,group_17737
12191,214,group_16705
12192,496,group_17738
12193,249,group_17739
12194,400,group_17740
12195,166,group_848
12196,30,group_17741
12197,595,group_17746
12198,56,group_17745
12199,178,yghD_2
12200,392,group_17743
12201,320,gspK_3
12202,201,xcpW_2
12203,123,group_17742
12204,187,epsH_2
12205,151,group_17744
12206,407,gspF_3
12207,691,gspD_3
12208,136,yghG_2
12209,258,group_17747
12210,264,group_17752
12211,380,group_17750
12212,352,group_17749
12213,406,group_17751
12214,290,group_17748
12215,412,group_17753
12216,537,group_17754
12217,194,group_17756
12218,340,group_17755
12219,590,group_2571
12220,115,group_6448
12221,275,group_17757
12222,259,group_17758
12223,246,group_17760
12224,138,group_17759
12225,647,group_17762
12226,309,group_17763
12227,449,group_17761
12228,53,group_14182
12229,325,group_7676
12230,256,group_17764
12231,300,group_17771
12232,67,group_17767
12233,142,group_17768
12234,141,group_17772
12235,340,group_17769
12236,222,group_17770
12237,158,group_17766
12238,412,murJ_2
12239,363,group_17774
12240,386,group_17773
12241,559,group_17775
12242,624,group_17776
12243,67,group_17777
12244,52,group_17778
12245,157,group_17779
12246,137,group_4738
12247,186,group_17781
12248,75,group_17780
12249,293,group_17782
12250,248,group_17783
12251,115,group_17784
12252,46,group_17785
12253,198,group_6524
12254,42,group_7332
12255,280,group_17792
12256,69,group_17790
12257,904,group_17791
12258,216,group_17788
12259,102,group_17786
12260,163,group_17789
12261,117,group_17787
12262,429,group_5417
12263,751,group_1360
12264,325,group_17793
12265,217,group_17794
12266,327,group_12547
12267,124,group_17795
12268,144,group_11092
12269,162,group_11501
12270,148,group_17796
12271,83,group_17797
12272,176,group_32
12273,88,group_17799
12274,52,group_17800
12275,242,group_8917
12276,129,group_8918
12277,67,group_8924
12278,102,group_8920
12279,393,group_8919
12280,396,group_8927
12281,71,group_17801
12282,281,group_17804
12283,466,group_17803
12284,245,mukE_2
12285,1527,mukB_2
12286,332,group_17808
12287,600,group_17805
12288,633,yjcD
12289,656,group_17802
12290,1142,group_17806
12291,258,group_17807
12292,436,group_17809
12293,350,group_6876
12294,309,group_8272
12295,273,group_1831
12296,555,group_17810
12297,43,group_17817
12298,54,group_17818
12299,79,group_17811
12300,57,group_17814
12301,169,group_17816
12302,119,group_17813
12303,37,group_13704
12304,29,group_13715
12305,376,group_17822
12306,195,group_17819
12307,363,group_17821
12308,35,group_17820
12309,78,group_17823
12310,270,group_17824
12311,123,group_17825
12312,91,group_17826
12313,65,group_17815
12314,133,group_13788
12315,358,group_13705
12316,52,group_17827
12317,103,group_17829
12318,188,group_17830
12319,243,group_17828
12320,157,group_17831
12321,128,group_17834
12322,210,group_17833
12323,167,traS_2
12324,75,group_17345
12325,747,traD_2
12326,1756,traI_2
12327,246,group_17353
12328,186,finO_2
12329,153,yhcR_2
12330,69,group_17351
12331,68,group_17358
12332,84,group_17355
12333,287,group_17356
12334,48,group_17344
12335,87,group_17343
12336,653,group_17350
12337,131,group_17340
12338,142,group_17342
12339,172,group_17835
12340,121,group_17836
12341,118,group_6241
12342,97,group_17837
12343,75,group_4128
12344,249,group_17839
12345,344,group_17840
12346,838,group_17842
12347,242,group_17841
12348,181,group_17843
12349,38,group_17844
12350,88,araA_1
12351,336,group_17845
12352,168,group_17846
12353,206,group_17852
12354,627,dsbD_2
12355,44,group_17848
12356,154,group_17850
12357,212,group_17849
12358,330,group_17851
12359,81,group_17847
12360,46,group_17854
12361,59,group_17853
12362,72,group_17855
12363,29,group_17856
12364,245,group_17857
12365,82,group_17858
12366,81,group_17859
12367,42,group_7334
12368,154,group_17861
12369,57,group_17862
12370,390,group_17864
12371,508,group_17863
12372,461,group_17860
12373,233,group_17866
12374,73,group_17865
12375,402,yadA_2
12376,143,group_11099
12377,261,group_17867
12378,216,group_17868
12379,200,group_17869
12380,58,group_17870
12381,33,group_17871
12382,180,group_17873
12383,155,group_17872
12384,100,cia
12385,78,group_17874
12386,129,group_17875
12387,182,group_17876
12388,33,group_8301
12389,67,group_5558
12390,59,group_14148
12391,262,group_17877
12392,181,group_17878
12393,883,group_15163
12394,284,group_17879
12395,167,group_17884
12396,145,group_17880
12397,33,group_16964
12398,102,group_16965
12399,97,group_17885
12400,84,group_16652
12401,65,group_16653
12402,112,group_17886
12403,407,group_12471
12404,162,group_12479
12405,653,group_12482
12406,420,sgcC_1
12407,331,group_17405
12408,253,group_17406
12409,512,lyxK_1
12410,183,ygcP_1
12411,263,lsrF_1
12412,190,group_17414
12413,144,group_17412
12414,88,group_17401
12415,242,group_17415
12416,205,group_17398
12417,83,group_17887
12418,212,ynbB_1
12419,83,group_17888
12420,590,group_17889
12421,57,group_17890
12422,958,group_17891
12423,202,group_17892
12424,34,group_17893
12425,39,group_17894
12426,33,group_17895
12427,124,group_17897
12428,210,group_17896
12429,136,zraP_2
12430,486,group_17898
12431,279,group_17899
12432,201,group_16059
12433,49,group_17901
12434,157,group_17900
12435,143,group_17902
12436,196,group_17903
12437,154,group_17904
12438,528,group_17905
12439,176,group_17906
12440,29,group_17910
12441,32,group_17911
12442,75,yhdV_2
12443,178,group_8561
12444,116,group_8564
12445,122,group_5980
12446,331,group_7424
12447,362,group_6540
12448,164,group_1046
12449,626,group_2277
12450,339,group_7207
12451,748,group_1374
12452,366,group_6455
12453,164,group_6233
12454,83,group_2486
12455,87,group_17912
12456,193,group_17913
12457,353,group_12757
12458,321,group_17914
12459,343,group_13531
12460,93,group_13530
12461,750,group_1367
12462,374,group_6295
12463,380,group_17915
12464,387,group_17916
12465,156,group_11972
12466,303,group_11952
12467,323,group_17917
12468,197,group_17918
12469,834,group_979
12470,1031,group_529
12471,184,group_7548
12472,162,group_1257
12473,155,group_2089
12474,1093,group_432
12475,200,group_6361
12476,96,group_209
12477,121,group_6042
12478,214,group_5879
12479,214,group_5880
12480,327,group_7575
12481,509,group_3579
12482,91,group_1062
12483,92,group_886
12484,167,ymfL_1
12485,66,group_5657
12486,236,group_4745
12487,174,group_177
12488,148,group_2927
12489,54,group_6528
12490,119,group_6182
12491,270,group_2028
12492,269,group_2083
12493,41,group_7392
12494,74,group_4342
12495,74,group_4343
12496,131,group_5435
12497,91,group_1059
12498,94,group_17919
12499,176,group_17920
12500,63,rop_4
12501,210,group_17921
12502,82,group_17922
12503,29,group_17925
12504,534,group_3199
12505,268,group_11697
12506,259,group_11696
12507,77,group_11695
12508,61,group_11718
12509,70,group_11700
12510,65,group_11709
12511,75,group_11698
12512,122,group_11708
12513,121,group_11699
12514,111,group_11706
12515,170,group_11705
12516,50,group_6829
12517,204,group_6205
12518,62,group_5979
12519,393,nhaA_2
12520,138,group_4544
12521,87,group_1742
12522,297,group_448
12523,45,group_17926
12524,55,group_17927
12525,271,group_1973
12526,447,group_5140
12527,77,group_3689
12528,149,group_2798
12529,93,group_695
12530,94,group_501
12531,193,group_6871
12532,75,group_4135
12533,251,group_3268
12534,195,group_6730
12535,222,group_5554
12536,143,group_17928
12537,354,group_17929
12538,304,pse1
12539,365,group_11045
12540,403,group_11021
12541,334,group_11030
12542,285,group_11036
12543,333,group_11019
12544,480,group_11009
12545,340,group_11039
12546,325,group_11011
12547,234,group_17933
12548,408,group_17930
12549,297,group_17932
12550,453,group_17931
12551,279,dam_3
12552,150,group_13351
12553,87,group_13335
12554,158,group_13337
12555,384,group_13340
12556,99,group_13332
12557,261,group_13350
12558,44,group_13331
12559,52,group_13333
12560,33,group_7854
12561,143,group_17934
12562,104,group_17935
12563,374,cna
12564,339,group_7206
12565,196,group_6673
12566,185,group_17937
12567,137,group_17936
12568,346,group_17939
12569,253,group_17938
12570,327,group_7576
12571,80,group_3036
12572,60,group_6114
12573,495,group_17940
12574,365,pknD_1
12575,476,group_17941
12576,119,group_17942
12577,112,group_17943
12578,76,kdpE_1
12579,99,mceA
12580,251,group_17944
12581,374,group_8968
12582,243,group_8969
12583,817,group_17945
12584,131,group_17946
12585,733,group_17947
12586,147,group_17948
12587,242,group_11987
12588,202,group_11988
12589,78,group_17949
12590,248,group_9033
12591,126,group_9032
12592,240,group_17950
12593,114,group_17951
12594,822,group_17952
12595,402,group_17953
12596,449,group_8948
12597,72,group_17954
12598,107,group_17955
12599,357,group_17956
12600,51,yneE_2
12601,912,clpB_2
12602,311,ybdG_2
12603,65,group_17957
12604,89,group_17958
12605,67,group_17960
12606,55,group_6460
12607,117,group_17961
12608,756,group_1335
12609,69,group_12140
12610,328,group_7530
12611,310,group_8218
12612,94,group_17962
12613,1180,group_17963
12614,58,group_17407
12615,42,group_17418
12616,269,group_17421
12617,545,group_17964
12618,190,mtr_1
12619,66,group_17965
12620,281,group_17424
12621,107,group_17423
12622,65,group_5757
12623,193,group_17966
12624,185,group_17967
12625,187,group_11989
12626,506,group_3646
12627,511,group_3533
12628,228,group_5371
12629,408,group_5700
12630,159,group_1608
12631,346,group_7002
12632,115,group_6453
12633,143,group_3687
12634,188,group_7238
12635,123,group_5927
12636,171,group_403
12637,496,group_3859
12638,144,group_3517
12639,135,group_5091
12640,67,group_5563
12641,604,group_2457
12642,53,group_6614
12643,271,group_13312
12644,100,group_13313
12645,293,group_13303
12646,230,group_13301
12647,119,group_13302
12648,409,group_13305
12649,212,group_13306
12650,249,group_17968
12651,96,group_17969
12652,46,eutD_2
12653,222,group_5556
12654,629,group_17970
12655,45,group_17972
12656,92,group_17973
12657,135,group_17975
12658,350,group_17974
12659,48,group_17976
12660,311,group_17977
12661,71,group_5247
12662,216,group_5805
12663,112,group_6722
12664,65,group_5759
12665,66,group_17978
12666,233,group_17979
12667,79,group_3210
12668,72,group_17983
12669,156,group_17980
12670,589,group_17981
12671,432,group_17982
12672,356,group_17984
12673,279,group_17986
12674,537,group_17985
12675,1174,group_353
12676,259,group_2706
12677,119,group_6184
12678,61,group_6040
12679,153,group_2344
12680,589,group_2592
12681,432,dncV
12682,361,capV
12683,581,group_2672
12684,297,cdnE
12685,320,capE
12686,271,group_17987
12687,387,group_17988
12688,260,group_17989
12689,169,eco_2
12690,263,group_17995
12691,125,group_17993
12692,181,group_17992
12693,123,group_17994
12694,193,group_17990
12695,156,group_17991
12696,100,insF5_2
12697,294,repB_1
12698,112,ybaQ_1
12699,241,group_10495
12700,205,dcd_1
12701,361,group_10498
12702,101,group_10492
12703,391,insQ_1
12704,151,group_10559
12705,250,group_10556
12706,179,group_17996
12707,450,group_17997
12708,144,group_17999
12709,576,group_17998
12710,223,group_18001
12711,407,group_18000
12712,316,group_9782
12713,375,group_9784
12714,138,group_4555
12715,175,group_117
12716,250,group_18002
12717,118,cmi
12718,271,group_1975
12719,303,group_9392
12720,395,group_9389
12721,278,group_11322
12722,81,group_11323
12723,111,group_6806
12724,94,group_514
12725,102,group_18003
12726,211,group_11283
12727,217,group_18004
12728,698,group_18005
12729,226,group_18006
12730,222,group_18009
12731,537,group_18008
12732,315,group_18007
12733,62,group_5982
12734,125,group_5825
12735,369,group_18013
12736,359,group_18014
12737,344,group_18011
12738,344,group_18012
12739,269,group_18015
12740,296,group_18010
12741,402,group_10775
12742,124,group_10771
12743,71,group_18017
12744,74,group_18016
12745,1039,group_18018
12746,84,group_17213
12747,276,group_17212
12748,604,group_18019
12749,433,group_5358
12750,215,group_18020
12751,66,group_18021
12752,439,group_18022
12753,785,group_18024
12754,402,group_18027
12755,407,group_18025
12756,253,group_18023
12757,279,group_18026
12758,150,group_18028
12759,168,group_18029
12760,450,group_5037
12761,166,group_858
12762,187,group_7317
12763,168,group_668
12764,112,fiu_1
12765,159,group_1614
12766,199,tfaE_2
12767,134,group_18031
12768,127,group_16359
12769,201,group_6325
12770,169,group_599
12771,464,wcaJ
12772,379,group_11012
12773,330,group_11040
12774,245,group_11015
12775,374,group_11027
12776,312,group_11007
12777,427,group_11008
12778,223,group_5526
12779,168,group_669
12780,38,group_18032
12781,435,sctC_1
12782,177,blc_2
12783,61,group_18033
12784,181,group_7873
12785,197,uxaB_1
12786,409,group_18034
12787,85,group_18035
12788,399,group_5862
12789,148,group_2933
12790,606,group_2445
12791,544,group_3081
12792,211,group_5967
12793,370,moaA_1
12794,462,group_4694
12795,90,group_1252
12796,189,group_7153
12797,169,group_601
12798,467,group_18036
12799,129,group_18038
12800,116,group_18037
12801,46,group_18039
12802,152,murG_1
12803,160,group_18048
12804,351,group_18040
12805,248,group_18047
12806,352,group_18046
12807,460,group_18042
12808,408,group_18045
12809,251,group_18041
12810,529,group_18044
12811,149,group_18043
12812,175,group_18049
12813,72,group_18050
12814,177,group_18051
12815,210,group_6001
12816,70,group_5339
12817,367,group_15332
12818,383,group_11026
12819,326,group_11049
12820,424,group_11006
12821,392,group_11050
12822,364,group_11037
12823,376,pimB
12824,487,group_11023
12825,56,group_18052
12826,331,group_7426
12827,77,group_18053
12828,141,group_18054
12829,238,group_4489
12830,61,group_9922
12831,141,ulaE_2
12832,259,group_18055
12833,261,group_18056
12834,416,group_18061
12835,342,group_18057
12836,376,group_18059
12837,310,group_18058
12838,350,group_18062
12839,245,wcaA_3
12840,339,group_18060
12841,400,group_5848
12842,61,group_6046
12843,868,group_18063
12844,382,group_18064
12845,137,group_18066
12846,214,group_18065
12847,32,group_18067
12848,448,group_18068
12849,230,group_5305
12850,32,group_18069
12851,465,group_18070
12852,122,group_18071
12853,214,group_18072
12854,286,group_18073
12855,85,mltA_1
12856,147,group_18074
12857,141,group_18075
12858,72,group_18076
12859,47,group_18077
12860,97,group_75
12861,185,group_18079
12862,297,group_18078
12863,353,group_18080
12864,298,group_397
12865,106,group_7229
12866,522,group_3356
12867,62,group_5988
12868,189,pinE_1
12869,489,group_3998
12870,318,group_7968
12871,188,group_7244
12872,270,group_2033
12873,48,group_18081
12874,693,group_18082
12875,74,group_4388
12876,239,group_4407
12877,182,group_7784
12878,83,group_18083
12879,202,group_18084
12880,290,group_13577
12881,407,malY_4
12882,151,group_18085
12883,320,group_7878
12884,311,group_8180
12885,167,group_18086
12886,824,group_18087
12887,451,dgt_2
12888,122,group_5987
12889,64,group_18088
12890,81,group_18089
12891,88,group_18090
12892,51,group_6770
12893,330,group_16252
12894,381,group_14656
12895,304,group_14653
12896,194,group_14651
12897,122,group_14652
12898,168,group_18091
12899,423,group_18093
12900,116,group_18092
12901,607,group_18094
12902,123,group_5930
12903,173,group_251
12904,67,group_18096
12905,119,group_18095
12906,74,group_18097
12907,408,fabF_1
12908,232,group_5230
12909,388,ynfM_1
12910,239,group_4408
12911,309,fas3
12912,204,esaR
12913,308,group_30
12914,61,group_6047
12915,49,group_6916
12916,194,group_6804
12917,211,group_5969
12918,254,group_3051
12919,372,group_18099
12920,370,group_18100
12921,226,group_18098
12922,83,group_18101
12923,70,group_18103
12924,62,group_18104
12925,466,group_18102
12926,119,group_6187
12927,158,group_18105
12928,139,group_18109
12929,243,group_18106
12930,168,group_18107
12931,380,group_18108
12932,81,group_18110
12933,135,group_10004
12934,114,group_10005
12935,77,group_18111
12936,100,group_18113
12937,47,group_18112
12938,78,group_3440
12939,468,group_18114
12940,265,group_18115
12941,883,group_18116
12942,55,group_18117
12943,482,group_18126
12944,145,group_18119
12945,243,group_18125
12946,51,hokD
12947,113,group_18130
12948,90,group_18127
12949,349,ydfU_1
12950,123,rusA_1
12951,116,group_18132
12952,321,group_18129
12953,519,group_18120
12954,118,group_18135
12955,41,group_18122
12956,65,group_18128
12957,358,group_18121
12958,211,group_18123
12959,92,group_18133
12960,182,group_18124
12961,155,rzpD_1
12962,74,group_18134
12963,134,group_18131
12964,461,group_18137
12965,192,group_18136
12966,84,group_2341
12967,30,group_8008
12968,1311,espC
12969,175,group_121
12970,293,group_664
12971,161,group_1377
12972,167,group_788
12973,169,group_605
12974,235,group_4857
12975,105,group_7313
12976,234,fimC_3
12977,803,group_1119
12978,174,group_183
12979,52,group_6703
12980,133,cyuA_1
12981,89,group_1421
12982,80,group_3063
12983,1003,group_585
12984,30,group_8009
12985,208,group_6063
12986,199,group_6478
12987,207,yagU_2
12988,273,group_1836
12989,264,group_18139
12990,43,group_18138
12991,384,group_18142
12992,356,group_18143
12993,242,group_18141
12994,377,group_18140
12995,99,group_12706
12996,64,group_5852
12997,304,group_170
12998,306,group_97
12999,62,group_5991
13000,60,group_6123
13001,174,group_18144
13002,198,group_9906
13003,90,group_18145
13004,237,group_18146
13005,589,group_18147
13006,578,group_9850
13007,81,group_18148
13008,285,group_18149
13009,96,curA_2
13010,378,group_18151
13011,84,group_18152
13012,50,group_17057
13013,248,group_18153
13014,186,group_18154
13015,41,group_18157
13016,182,group_18155
13017,107,group_18156
13018,127,group_18158
13019,71,group_18159
13020,411,group_18160
13021,177,group_8225
13022,121,group_6051
13023,208,group_6064
13024,106,group_7232
13025,124,group_5887
13026,181,group_7875
13027,336,capD
13028,454,group_4911
13029,379,megDII
13030,362,group_6541
13031,143,group_3697
13032,135,group_5107
13033,387,group_6049
13034,378,group_6214
13035,406,group_5742
13036,426,group_15732
13037,213,group_18161
13038,30,group_18162
13039,91,group_18163
13040,58,group_18164
13041,47,group_18165
13042,71,group_7488
13043,68,group_7491
13044,302,group_18166
13045,251,gltJ
13046,224,gltK
13047,160,group_18174
13048,860,group_18175
13049,193,group_18176
13050,343,group_18177
13051,213,group_18178
13052,105,group_18179
13053,155,group_18167
13054,633,group_18168
13055,370,group_18169
13056,362,group_18170
13057,87,group_18171
13058,213,group_18172
13059,321,group_18181
13060,67,group_18182
13061,69,group_18183
13062,461,dcuC
13063,226,dpiA
13064,98,group_6934
13065,302,group_7512
13066,510,group_7511
13067,183,citX
13068,268,group_7514
13069,136,rnk
13070,531,group_7517
13071,187,ahpC
13072,209,ybdM_1
13073,65,ybdD
13074,701,cstA
13075,137,group_7522
13076,248,entA
13077,285,group_7523
13078,391,entC
13079,322,fepB
13080,416,entS
13081,334,fepD
13082,271,fepC_1
13083,749,fepA_1
13084,217,group_7526
13085,418,ybdG
13086,460,group_7528
13087,1047,cusA
13088,110,cusF
13089,227,cusR
13090,346,pstS
13091,319,group_7534
13092,154,group_7542
13093,95,group_18185
13094,83,grxC
13095,35,ldrD
13096,101,group_18186
13097,154,group_18187
13098,133,group_11117
13099,254,nikD
13100,128,iscU
13101,445,dsdX
13102,87,group_7565
13103,64,group_7567
